16S_NC_086922.1:1092-2771	Clupeonella abrau
LC646855.1	Caranx heberi
LC646854.1	Caranx fischeri
LC646853.1	Caranx crysos
LC646852.1	Caranx caballus
LC646851.1	Caranx bucculentus
LC646850.1	Carangoides praeustus
LC646849.1	Carangoides oblongus
LC646848.1	Carangoides oblongus
LC646847.1	Carangoides oblongus
LC646846.1	Carangoides dinema
LC646845.1	Atule mate
LC646839.1	Atropus atropos
LC646838.1	Atropus atropos
LC646834.1	Alepes vari
LC646833.1	Alepes melanoptera
LC646832.1	Alepes kleinii
LC646831.1	Alepes djedaba
LC646830.1	Alectis ciliaris
LC677339.1	Myoxocephalus brandtii
LC677338.1	Dexistes rikuzenius
LC677337.1	Polymixia japonica
LC677336.1	Malthopsis kobayashii
LC677335.1	Malthopsis jordani
LC677334.1	Malthopsis annulifera
LC677333.1	Epigonus pectinifer
LC677332.1	Coelorinchus anatirostris
LC677331.1	Coryphaenoides marginatus
LC677330.1	Decapterus macrosoma
LC677329.1	Thalassoma cupido
LC677328.1	Psammogobius biocellatus
LC677327.1	Acentrogobius janthinopterus
LC677326.1	Equulites rivulatus
LC677324.1	Fibramia amboinensis
LC677323.1	Sicyopterus lagocephalus
LC677321.1	Setarches guentheri
LC677319.1	Monodactylus argenteus
LC677318.1	Acanthocepola limbata
LC677317.1	Parapercis basimaculata
LC579408.3	Gobiodon heterospilos
LC421740.3	Clariger cosmurus
LC519435.3	Luciogobius parvulus
LC500723.3	Luciogobius martellii
LC500722.3	Luciogobius elongatus
LC500721.3	Luciogobius elongatus
LC021018.2	Bathysaurus mollis
AB969882.2	Beryx decadactylus
AB969870.2	Etmopterus lucifer
AB938174.2	Pterycombus petersii
LC146073.2	Paracaesio xanthura
LC499150.2	Lophiodes mutilus
LC506702.2	Hypoatherina tsurugae
LC506647.2	Pardachirus pavoninus
LC597199.2	Lutjanus fulviflamma
LC552516.2	Bryaninops erythrops
LC672519.1	Cocotropus aurantius
LC672518.1	Hemitrygon izuensis
LC672517.1	Setarches guentheri
LC672515.1	Gobiodon prolixus
LC672514.1	Aspasma ubauo
LC672513.1	Girella punctata
LC672512.1	Myoxocephalus jaok
LC672511.1	Acanthocepola krusensternii
LC672510.1	Myoxocephalus stelleri
LC672509.1	Carangoides equula
LC672508.1	Coryphaenoides armatus
LC672507.1	Lythrichthys cypho
LC672506.1	Coelorinchus jordani
LC672505.1	Coelorinchus jordani
LC672504.1	Coelorinchus hige
LC672503.1	Coelorinchus japonicus
LC672502.1	Coelorinchus jordani
LC672501.1	Coelorinchus jordani
LC672500.1	Coelorinchus jordani
LC672499.1	Coelorinchus jordani
LC672498.1	Uranoscopus japonicus
LC672497.1	Acanthogobius flavimanus
LC672496.1	Polymixia japonica
LC672495.1	Taractichthys steindachneri
LC672494.1	Taractes rubescens
LC672493.1	Scomberoides lysan
LC672492.1	Cookeolus japonicus
LC672490.1	Eurymen gyrinus
LC672488.1	Gymnocanthus intermedius
LC672487.1	Enophrys diceraus
LC672485.1	Ammodytes japonicus
LC672484.1	Nematalosa japonica
LC672483.1	Nematalosa japonica
LC672480.1	Coris aygula
LC672479.1	Plectorhinchus picus
LC672478.1	Plectorhinchus picus
LC672477.1	Pterocaesio tile
LC672476.1	Emmelichthys struhsakeri
LC672475.1	Lutjanus kasmira
LC672474.1	Neosebastes entaxis
LC672473.1	Neosebastes entaxis
LC672472.1	Uraspis helvola
LC672471.1	Uraspis helvola
LC672470.1	Upeneus vittatus
LC672469.1	Eleotris acanthopomus
LC672468.1	Eleotris fusca
LC672467.1	Lentipes armatus
LC672466.1	Eleotris fusca
LC672465.1	Tridentiger kuroiwae
LC672464.1	Glossogobius olivaceus
LC672463.1	Callogobius tanegasimae
LC672461.1	Eleotris acanthopomus
LC672460.1	Terapon jarbua
LC672459.1	Heptranchias perlo
LC672458.1	Parupeneus indicus
LC672457.1	Apogon semilineatus
LC672456.1	Coelorinchus hige
LC672455.1	Coelorinchus hubbsi
LC672454.1	Glossanodon semifasciatus
LC672451.1	Parajulis poecilepterus
LC672450.1	Bero elegans
LC579177.2	Parapercis ommatura
LC578978.2	Mastigopterus imperator
LC519397.2	Sillaginops macrolepis
LC458173.2	Laiphognathus longispinis
LC385293.2	Parapercis striolata
LC385292.2	Parapercis lutevittata
LC340213.2	Parapercis xanthozona
LC146336.2	Satyrichthys moluccensis
LC146087.2	Gymnura japonica
LC049949.2	Halargyreus johnsonii
AB974482.2	Guentherus katoi
AB938108.2	Cirrhigaleus barbifer
LC671320.1	Lythrichthys eulabes
LC671319.1	Coryphaenoides armatus
LC671318.1	Lythrichthys longimanus
LC671317.1	Coryphaenoides longifilis
LC671316.1	Coelorinchus hige
LC671315.1	Macroramphosus sagifue
LC671314.1	Hymenocephalus longiceps
LC671313.1	Hymenocephalus longiceps
LC671312.1	Lepidotrigla microptera
LC671309.1	Parapercis striolata
LC671308.1	Pristigenys niphonia
LC671306.1	Pteragogus aurigarius
LC671305.1	Glyptophidium argenteum
LC671304.1	Neoepinnula orientalis
LC671303.1	Ostracoberyx dorygenys
LC671302.1	Ateleopus japonicus
LC645270.2	Acropoma hanedai
LC552461.2	Parapercis pulchella
LC552455.2	Parapriacanthus ransonneti
LC579351.2	Ostracoberyx dorygenys
LC579108.2	Gilbertidia pustulosa
LC669548.1	Gadella jordani
LC669546.1	Neoepinnula orientalis
LC669545.1	Apistus carinatus
LC669544.1	Caprodon schlegelii
LC669543.1	Lythrichthys cypho
LC669541.1	Scomber japonicus
LC669540.1	Trimma grammistes
LC669539.1	Trachinotus baillonii
LC669538.1	Lepidotrigla guentheri
LC669537.1	Neobythites sivicola
LC669536.1	Polyipnus stereope
LC669535.1	Pseudorhombus quinquocellatus
LC669534.1	Gerres decacanthus
LC669533.1	Lepidotrigla longifaciata
LC669532.1	Hydrolagus mitsukurii
LC669531.1	Ostracoberyx dorygenys
LC669530.1	Caranx ignobilis
LC669529.1	Chaetodon lunulatus
LC669528.1	Lethrinus genivittatus
LC669527.1	Chaetodon melannotus
LC669526.1	Sargocentron diadema
LC669525.1	Neoniphon sammara
LC669524.1	Neosynchiropus ocellatus
LC669523.1	Plesiops coeruleolineatus
LC669522.1	Heniochus varius
LC669521.1	Omobranchus loxozonus
LC669520.1	Macolor niger
LC669519.1	Pempheris adusta
LC669518.1	Eleotris melanosoma
LC669517.1	Eleotris acanthopomus
LC669516.1	Eleotris acanthopomus
LC669515.1	Eleotris fusca
LC669514.1	Eleotris melanosoma
LC669513.1	Eleotris acanthopomus
LC669512.1	Physiculus chigodarana
LC669511.1	Conger myriaster
LC669510.1	Abudefduf bengalensis
LC669509.1	Fistularia commersonii
LC669508.1	Planiliza haematocheilus
LC669507.1	Chaunax abei
LC669506.1	Nemichthys scolopaceus
LC669505.1	Ateleopus japonicus
LC669504.1	Chlorophthalmus albatrossis
LC669503.1	Chlorophthalmus albatrossis
LC669502.1	Helicolenus hilgendorfi
LC669501.1	Abudefduf vaigiensis
LC669498.1	Hippichthys penicillus
LC669497.1	Halichoeres tenuispinis
LC669496.1	Bothus pantherinus
LC669493.1	Polymetme elongata
LC669492.1	Stomias affinis
LC669490.1	Epigonus pectinifer
LC669489.1	Hoplostethus crassispinus
LC669488.1	Hoplostethus crassispinus
LC669483.1	Apogonichthyoides niger
LC669481.1	Pterogobius virgo
LC669480.1	Triodon macropterus
LC669479.1	Sphoeroides pachygaster
LC069503.2	Laemonema longipes
LC021196.2	Lotella phycis
LC021193.2	Physiculus chigodarana
LC021191.2	Laemonema rhodochir
AB974495.2	Gadella jordani
AB974494.2	Lotella tosaensis
AB969948.2	Laemonema robustum
AB938164.2	Regalecus russelii
LC506654.2	Scorpaena onaria
LC499267.2	Hoplolatilus purpureus
LC499197.2	Howella parini
LC499144.2	Lepidion inosimae
LC458207.2	Parkraemeria saltator
LC385229.2	Ventrifossa misakia
LC340109.2	Ebinania vermiculata
LC327198.2	Conidens laticephalus
LC278125.2	Parapercis snyderi
LC277882.2	Centroberyx druzhinini
MW413387.1	Tropidophorus guangxiensis
MW413386.1	Tropidophorus guangxiensis
MW413385.1	Tropidophorus guangxiensis
MW413384.1	Tropidophorus guangxiensis
MW019982.1	Sphenomorphus maculatus
MW019981.1	Sphenomorphus maculatus
MW019980.1	Sphenomorphus indicus
MW019979.1	Sphenomorphus indicus
MW019978.1	Sphenomorphus indicus
MW019977.1	Sphenomorphus indicus
MW019976.1	Sphenomorphus indicus
MW019975.1	Sphenomorphus indicus
MW019974.1	Sphenomorphus indicus
MW019973.1	Sphenomorphus indicus
MW019972.1	Sphenomorphus indicus
MW019971.1	Sphenomorphus indicus
MZ827909.1	Ablepharus rueppellii
MZ827908.1	Ablepharus kitaibelii
MZ827907.1	Ablepharus budaki
MZ827906.1	Ablepharus anatolicus
LC661324.1	Physiculus japonicus
LC661325.1	Physiculus japonicus
LC661326.1	Tydemania navigatoris
LC661327.1	Balistes polylepis
LC661328.1	Nezumia condylura
LC661329.1	Nezumia condylura
LC661336.1	Scalicus amiscus
LC661337.1	Scalicus amiscus
LC661338.1	Peristedion orientale
LC661339.1	Macrorhamphosodes uradoi
LC661340.1	Coelorinchus japonicus
LC661341.1	Epigonus pectinifer
LC661342.1	Lepidotrigla kishinouyi
LC661343.1	Lepidotrigla kishinouyi
LC661344.1	Doederleinia berycoides
LC661345.1	Triacanthodes anomalus
LC661346.1	Sargocentron ittodai
LC661354.1	Symphurus thermophilus
LC661352.1	Coelorinchus hubbsi
LC661349.1	Ostracoberyx dorygenys
LC661323.1	Ventrifossa garmani
LC661322.1	Spicomacrurus kuronumai
LC661321.1	Idiastion pacificum
LC661320.1	Physiculus rhodopinnis
LC661319.1	Vellitor centropomus
LC661318.1	Vellitor centropomus
LC661317.1	Japonolaeops dentatus
LC661315.1	Coryphaenoides marginatus
LC661314.1	Coelorinchus kamoharai
LC661313.1	Coelorinchus kamoharai
LC661312.1	Sphoeroides pachygaster
LC661311.1	Pentaceros japonicus
LC661310.1	Synagrops japonicus
LC661309.1	Synagrops japonicus
LC661308.1	Synagrops japonicus
LC661307.1	Chlorophthalmus albatrossis
LC661306.1	Etmopterus pusillus
LC661305.1	Bregmaceros japonicus
LC661304.1	Congriscus megastomus
LC661303.1	Foetorepus altivelis
LC661302.1	Cubiceps whiteleggii
LC661301.1	Coelorinchus japonicus
LC661298.1	Stlengis misakia
LC661297.1	Paratriacanthodes retrospinis
LC661296.1	Hoplostethus japonicus
LC661295.1	Bembrops curvatura
LC661294.1	Malthopsis kobayashii
LC661293.1	Aulotrachichthys prosthemius
LC661292.1	Konosirus punctatus
LC661291.1	Lagocephalus gloveri
LC661290.1	Lagocephalus gloveri
LC661289.1	Epigonus denticulatus
LC661288.1	Champsodon pantolepis
LC661287.1	Champsodon pantolepis
LC661286.1	Peristedion orientale
LC661285.1	Pterygotrigla hemisticta
LC661284.1	Hymenocephalus longibarbis
LC661283.1	Coelorinchus longissimus
LC661279.1	Chaunax abei
LC661278.1	Chaunax abei
LC661277.1	Acropoma hanedai
LC661276.1	Setarches guentheri
LC661275.1	Polymixia berndti
OL409182.1	Chelon planiceps
OL409180.1	Equulites berbis
OL409179.1	Oxyurichthys ophthalmonema
OL409178.1	Eupleurogrammus muticus
MW026138.1	Sphenomorphus maculatus
MW020356.1	Naja atra
MW020355.1	Naja kaouthia
LC458168.2	Atrosalarias hosokawai
LC385270.2	Sillago ingenuua
LC635123.1	Hymenocephalus longibarbis
OK576413.1	Salariopsis fluviatilis
OK576406.1	Mugil cephalus
OK576398.1	Chelon ramada
OK576392.1	Anguilla anguilla
LC654232.1	Saurida nebulosa
LC654231.1	Ablabys taenianotus
LC654229.1	Epinephelus craigi
LC654228.1	Sphyraena iburiensis
LC654227.1	Triakis scyllium
LC654226.1	Barbuligobius boehlkei
LC654224.1	Paraploactis kagoshimensis
LC654223.1	Paratrypauchen microcephalus
LC654222.1	Heniochus acuminatus
LC654221.1	Chaetodon baronessa
LC654220.1	Euleptorhamphus viridis
LC654219.1	Priacanthus sagittarius
LC654218.1	Priacanthus blochii
LC654217.1	Hologymnosus doliatus
LC654216.1	Hologymnosus annulatus
LC654215.1	Zanclus cornutus
LC654213.1	Iniistius celebicus
LC654212.1	Ptereleotris heteroptera
LC654211.1	Anampses melanurus
LC654209.1	Plectorhinchus cinctus
LC654208.1	Repomucenus curvicornis
LC654207.1	Entomacrodus stellifer
LC654206.1	Doboatherina valenciennei
LC654205.1	Tomiyamichthys emilyae
LC654204.1	Istigobius campbelli
LC654203.1	Bleekeria mitsukurii
LC654202.1	Lampanyctus acanthurus
LC654200.1	Parapercis tetracantha
LC654199.1	Cercamia eremia
LC654198.1	Plesiops coeruleolineatus
LC654196.1	Synodus variegatus
LC654195.1	Synodus hoshinonis
LC654194.1	Saurida umeyoshii
LC654193.1	Synodus dermatogenys
LC654192.1	Enchelycore lichenosa
LC654191.1	Oplegnathus fasciatus
LC654190.1	Saurida wanieso
LC654189.1	Coris gaimard
LC654188.1	Coris dorsomacula
LC654187.1	Omobranchus elegans
LC654186.1	Rhabdosargus sarba
LC654185.1	Dentex hypselosomus
LC654184.1	Acanthopagrus latus
LC654183.1	Xenocephalus elongatus
LC654182.1	Abudefduf notatus
LC654181.1	Diagramma picta
LC654180.1	Parupeneus ciliatus
LC654179.1	Furcina ishikawae
LC654178.1	Vellitor minutus
LC626870.1	Rastrelliger kanagurta
LC626869.1	Rastrelliger kanagurta
LC626868.1	Scomber australasicus
LC626867.1	Scomber japonicus
LC626866.1	Scomber japonicus
LC626865.1	Scomber scombrus
LC626864.1	Scomber scombrus
LC626863.1	Scomber japonicus
LC626862.1	Rastrelliger kanagurta
MN854404.1	Sebastiscus tertius
MN854403.1	Sebastiscus tertius
MN854402.1	Sebastiscus tertius
MN854401.1	Sebastiscus tertius
MN854400.1	Sebastiscus tertius
MN854399.1	Sebastiscus tertius
MN854398.1	Sebastiscus tertius
MN854397.1	Sebastiscus tertius
MN854396.1	Sebastiscus tertius
MN854395.1	Sebastiscus tertius
MN854394.1	Sebastiscus tertius
MN854393.1	Sebastiscus tertius
MN854392.1	Sebastiscus tertius
MN854391.1	Sebastiscus tertius
MN854390.1	Sebastiscus tertius
MN854389.1	Sebastiscus tertius
MN854388.1	Sebastiscus tertius
MN854387.1	Sebastiscus tertius
MN854386.1	Sebastiscus tertius
OK298498.1	Hyporhamphus limbatus
LC049824.2	Bathygobius soporator
LC557085.2	Chelidonichthys spinosus
AB974687.2	Tetraroge barbata
LC506639.2	Scarus ovifrons
MZ367593.1	Pomacentrus vaiuli
MZ367592.1	Pomacentrus nagasakiensis
MZ367591.1	Neopomacentrus anabatoides
MZ367590.1	Chromis nitida
MZ367589.1	Amblypomacentrus breviceps
MZ230729.1	Coris melanura
MW979486.1	Coris julis
MW979485.1	Coris julis
MW979484.1	Coris julis
MW979483.1	Coris julis
MW979482.1	Coris melanura
MW979481.1	Coris melanura
MW979480.1	Coris melanura
MW979479.1	Coris melanura
MW979478.1	Coris melanura
MW979477.1	Coris melanura
MW979476.1	Coris melanura
MW979475.1	Coris melanura
MW979474.1	Coris melanura
MW979473.1	Coris melanura
MW979472.1	Coris melanura
MW979471.1	Coris melanura
MW979470.1	Coris melanura
MW979469.1	Coris melanura
MT767362.1	Sebastes flavidus
MT767361.1	Sebastes flavidus
MT767360.1	Sebastes flavidus
MT767359.1	Sebastes alutus
MT767358.1	Sebastes alutus
MT767357.1	Sebastes alutus
MT767356.1	Sardinops sagax
MT767355.1	Sardinops sagax
MT767354.1	Pleuronectes quadrituberculatus
MT767353.1	Pleuronectes quadrituberculatus
MT767352.1	Pleuronectes quadrituberculatus
MT767349.1	Merluccius productus
MT767348.1	Merluccius productus
MT767347.1	Merluccius productus
MT767346.1	Lepidopsetta bilineata
MT767345.1	Lepidopsetta bilineata
MT767344.1	Laemonema longipes
MT767343.1	Hippoglossus stenolepis
MT767342.1	Glyptocephalus zachirus
MT767341.1	Glyptocephalus zachirus
MT767340.1	Glyptocephalus zachirus
MT767339.1	Eopsetta jordani
MT767338.1	Eopsetta jordani
MT767337.1	Cololabis saira
MT767336.1	Cololabis saira
MT767335.1	Cololabis saira
MT767334.1	Atheresthes stomias
MT767333.1	Atheresthes stomias
MT767332.1	Atheresthes stomias
MT767328.1	Allocyttus folletti
MT767327.1	Allocyttus folletti
MT767326.1	Allocyttus folletti
MZ505707.1	Lobulia brongersmai
MZ505706.1	Lobulia marmorata
MZ505705.1	Lobulia marmorata
MZ505704.1	Lobulia elegans
MZ505703.1	Lobulia elegans
MZ505702.1	Lobulia elegans
MZ505699.1	Ornithuroscincus sabini
MZ505698.1	Ornithuroscincus sabini
MZ505697.1	Prasinohaema prehensicauda
MZ505696.1	Lobulia huonensis
MZ505695.1	Lobulia huonensis
MZ505694.1	Lobulia huonensis
MZ505693.1	Lobulia huonensis
MZ505692.1	Lobulia huonensis
MZ505691.1	Lobulia huonensis
MZ505690.1	Lobulia huonensis
MZ505689.1	Lobulia huonensis
MZ505688.1	Lobulia huonensis
MZ505687.1	Lobulia huonensis
MZ505686.1	Lobulia huonensis
MZ505685.1	Lobulia huonensis
MZ505684.1	Lobulia huonensis
MZ505683.1	Lobulia huonensis
MZ505682.1	Prasinohaema flavipes
MZ505681.1	Ornithuroscincus noctua
MZ505679.1	Lobulia lobulus
MZ505678.1	Ornithuroscincus viridis
MZ505677.1	Ornithuroscincus viridis
MZ505676.1	Ornithuroscincus viridis
MZ505675.1	Ornithuroscincus viridis
MZ505674.1	Ornithuroscincus viridis
MZ505673.1	Ornithuroscincus viridis
MZ505672.1	Ornithuroscincus viridis
MZ505671.1	Ornithuroscincus viridis
MZ505670.1	Ornithuroscincus viridis
MZ505669.1	Ornithuroscincus pterophilus
MZ505668.1	Lipinia longiceps
MZ505667.1	Ornithuroscincus noctua
MZ505666.1	Ornithuroscincus bengaun
MZ505664.1	Lipinia longiceps
MZ505663.1	Ornithuroscincus shearmani
MZ505662.1	Prasinohaema virens
MZ505661.1	Ornithuroscincus pterophilus
MZ505660.1	Ornithuroscincus pterophilus
MZ505659.1	Ornithuroscincus pterophilus
MZ505658.1	Ornithuroscincus pterophilus
MZ505657.1	Ornithuroscincus pterophilus
MZ505656.1	Ornithuroscincus pterophilus
MZ505655.1	Ornithuroscincus pterophilus
MZ505654.1	Alpinoscincus alpinus
MZ505653.1	Alpinoscincus alpinus
MZ505652.1	Alpinoscincus alpinus
MZ505651.1	Alpinoscincus alpinus
MZ505650.1	Prasinohaema virens
MZ505649.1	Prasinohaema virens
MZ505648.1	Prasinohaema semoni
MZ505647.1	Ornithuroscincus inornatus
MZ505646.1	Lobulia fortis
MZ505645.1	Lobulia fortis
MZ505644.1	Lobulia fortis
MZ505643.1	Lobulia fortis
MZ505642.1	Nubeoscincus glacialis
MZ505641.1	Nubeoscincus glacialis
OK172580.1	Syngnathus fuscus
OK172578.1	Tautogolabrus adspersus
OK172575.1	Hemilepidotus hemilepidotus
OK172574.1	Artedius fenestralis
OK172573.1	Scorpaenichthys marmoratus
OK172572.1	Enophrys bison
OK172571.1	Lepidogobius lepidus
OK172570.1	Artedius lateralis
OK172568.1	Sphyraena borealis
OK172567.1	Myoxocephalus aenaeus
OK172566.1	Oligocottus maculosus
OK172565.1	Clinocottus acuticeps
OK172564.1	Ascelichthys rhodorus
OK172563.1	Rimicola muscarum
LC650576.1	Acentrogobius virgatulus
LC650575.1	Abudefduf notatus
LC650574.1	Plectorhinchus cinctus
LC650573.1	Epinephelus areolatus
LC650572.1	Coelorinchus kishinouyei
LC650571.1	Omobranchus punctatus
LC599661.2	Ophichthus cephalozona
MT881523.1	Sphyrna lewini
MT881522.1	Sphyrna lewini
MT881521.1	Sphyrna lewini
MT881520.1	Sphyrna lewini
MT881519.1	Eusphyra blochii
MT881518.1	Eusphyra blochii
MT881517.1	Eusphyra blochii
MT881516.1	Eusphyra blochii
MT881515.1	Sphyrna lewini
MT881514.1	Sphyrna lewini
MT881513.1	Sphyrna lewini
MT881512.1	Sphyrna lewini
MT881511.1	Sphyrna lewini
MT881510.1	Sphyrna lewini
MT881509.1	Sphyrna lewini
MT881508.1	Sphyrna lewini
MT881507.1	Sphyrna mokarran
MT881506.1	Sphyrna mokarran
MT881505.1	Sphyrna mokarran
MT881504.1	Sphyrna mokarran
MT881503.1	Sphyrna mokarran
MT881502.1	Eusphyra blochii
MT881501.1	Eusphyra blochii
MT881500.1	Sphyrna mokarran
MT881499.1	Sphyrna lewini
MT881498.1	Sphyrna lewini
MT881497.1	Sphyrna lewini
MT881496.1	Sphyrna lewini
MZ962421.1	Rhincodon typus
MZ962422.1	Kogia sima
LC649227.1	Scorpaenodes evides
LC649226.1	Lutjanus bohar
LC649225.1	Labracinus ocelliferus
LC649224.1	Hologymnosus doliatus
LC649223.1	Redigobius bikolanus
LC649222.1	Exyrias puntang
LC649221.1	Pomacentrus coelestis
LC649220.1	Pseudolabrus eoethinus
LC649219.1	Petroscirtes breviceps
LC649218.1	Parablennius yatabei
LC649166.1	Gymnogobius breunigii
LC649165.1	Acanthogobius lactipes
LC649164.1	Naso tuberosus
LC649163.1	Plesiops nakaharae
LC649162.1	Diploprion bifasciatum
LC649161.1	Lutjanus fulvus
LC649160.1	Chaetodon daedalma
LC649159.1	Aspidontus dussumieri
LC649158.1	Myrichthys colubrinus
LC649157.1	Halichoeres melanochir
LC649156.1	Valenciennea strigata
LC649155.1	Decapterus muroadsi
LC649154.1	Pleurosicya micheli
LC649153.1	Myripristis botche
LC649152.1	Acanthopagrus bifasciatus
LC649151.1	Lethrinus genivittatus
LC649150.1	Plectorhinchus picus
LC649149.1	Scarus forsteni
LC649148.1	Choerodon azurio
LC649147.1	Metavelifer multiradiatus
LC649146.1	Priolepis akihitoi
LC649145.1	Scolopsis bilineata
LC649144.1	Cercamia eremia
LC649143.1	Pseudamia hayashii
LC649142.1	Pempheris schwenkii
LC649141.1	Naso unicornis
LC649139.1	Chromis mirationis
LC649138.1	Malacanthus brevirostris
LC649137.1	Plagiotremus tapeinosoma
LC649136.1	Asterropteryx semipunctata
LC649135.1	Belonepterygion fasciolatum
LC649134.1	Pogonoperca punctata
LC649133.1	Cirrhilabrus temminckii
LC649132.1	Arius manillensis
LC649131.1	Scorpaenopsis cirrosa
LC649130.1	Pempheris nyctereutes
LC649129.1	Rhynchopelates oxyrhynchus
LC649128.1	Liparis tanakae
LC649127.1	Ostracion immaculatus
LC649126.1	Trichiurus japonicus
LC649124.1	Cynoglossus robustus
LC649123.1	Belobranchus belobranchus
LC649122.1	Pseudoplesiops annae
LC649121.1	Plectranthias maekawa
LC649120.1	Rachycentron canadum
LC649119.1	Priacanthus hamrur
LC649118.1	Anyperodon leucogrammicus
LC649117.1	Erosa erosa
LC649116.1	Pherallodichthys meshimaensis
LC649115.1	Gymnothorax meleagris
LC649114.1	Epinephelus areolatus
LC649113.1	Ophichthus exourus
LC649112.1	Lubricogobius dinah
LC649111.1	Hemitrygon akajei
LC649110.1	Hemitrygon akajei
LC649109.1	Remora brachyptera
LC649108.1	Platybelone argalus
LC649107.1	Ambassis buruensis
LC649106.1	Psenopsis shojimai
LC649104.1	Caesio teres
LC649103.1	Pempheris japonica
LC649102.1	Alectis ciliaris
LC649101.1	Pseudocheilinus evanidus
LC649100.1	Dendrochirus zebra
LC649099.1	Diagramma picta
MT913560.1	Amphiprion clarkii
